id,ts
1809627,1672737411
1809626,1672741007
1809737,1672744598
1809736,1672748195
1809852,1672751791
1809851,1672755387
1809970,1672758980
1809973,1672762576
1810034,1672766169
1810205,1672769753
1810199,1672773353
1810203,1672776950
1810259,1672780544
1810374,1672784139
1810373,1672787736
1810427,1672791332
1810548,1672794923
1810547,1672798519
1810828,1672802107
1810829,1672805708
1810830,1672809308
1810831,1672812908
1810827,1672816504
1810949,1672820098
1810946,1672823695
1811007,1672827286
1811060,1672830877
1811175,1672834464
1811171,1672838060
1811233,1672841654
1811351,1672845240
1811345,1672848837
1811407,1672852429
1811571,1672856015
1811576,1672859616
1811573,1672863212
1811641,1672866804
1811695,1672870401
1811817,1672873987
1811818,1672877584
1812026,1672881177
1812022,1672884777
1812021,1672888373
1812305,1672891959
1812310,1672895560
1812306,1672899160
1812309,1672902756
1812615,1672906336
1812609,1672909937
1812616,1712485020
1812614,1672917133
1812923,1672920710
1812926,1672924311
1812930,1672927911
1812924,1672931511
1812925,1672935107
1813766,1672938646
1813767,1672942247
1813759,1672945847
1813763,1672949447
1813760,1672953048
1813771,1672956648
1813768,1672963848
1813761,1672967449
1813765,1672971043
1813847,1672974642
1813971,1672978234
1813970,1672981831
1814107,1672985424
1814106,1672989020
1814176,1672992615
1814309,1672996209
1814308,1672999806
1814587,1673003385
1814588,1673006986
1814581,1673010586
1814582,1673014182
1814782,1673017766
1814776,1673021366
1814775,1673024962
1814851,1673028562
1815120,1673032145
1815121,1673035745
1815122,1673039346
1815117,1673042942
1815193,1673046535
1815246,1673050128
1815643,1673053709
1815649,1673057309
1815646,1673060910
1815644,1673064510
1815648,1673068106
1815779,1673071688
1815777,1673075284
1815843,1673078874
1815916,1673082468
1815986,1673086055
1816046,1673089648
1816113,1673093244
1816254,1673096844
1816249,1673100441
1816389,1673104029
1816386,1673107625
1816454,1673111218
1816717,1673114793
1816721,1673118394
1816723,1673121994
1816718,1673125590
1816789,1673129180
1816856,1673132768
1816922,1673136362
1816993,1673139952
1817396,1673143525
1817406,1673147125
1817397,1673150726
1817407,1673154326
1817398,1673157926
1817395,1673161522
1818007,1673165067
1818011,1673168667
1818012,1673172268
1818008,1673175868
1818000,1673179468
1818002,1673183069
1818001,1673186669
1818013,1673190269
1818006,1673193864
1818140,1673197457
1818139,1673201054
1818201,1673204646
1818274,1673208238
1818653,1673211798
1818646,1673215399
1818648,1673218999
1818654,1673222599
1818652,1673226195
1818713,1673229790
1818851,1673233381
1818850,1673236977
1819058,1673240560
1819052,1673244161
1819062,1673247757
1819457,1673251325
1819459,1673254926
1819466,1673258526
1819462,1673262126
1819463,1673265727
1819458,1673269322
1819668,1673272912
1819663,1673276512
1819662,1673280108
1819730,1673283704
1819796,1673287299
1820051,1673290879
1820056,1673294479
1820055,1673298075
1820486,1673301637
1820487,1673305237
1820480,1673308838
1820488,1673312438
1820489,1673316039
1820485,1673319634
1820688,1673323210
1820690,1673326810
1820695,1673330407
1820844,1673334001
1820833,1673337598
1820909,1673341193
1821052,1673344781
1821049,1673348378
1821185,1673351967
1821189,1673355563
1821467,1673359138
1821476,1673362738
1821468,1673366339
1821462,1673369935
1821613,1673373537
1821612,1673377133
1821743,1673380728
1821748,1673384324
1821816,1673387915
1822838,1673391429
1822836,1673395029
1822839,1673402229
1822848,1673405830
1822854,1673409430
1822849,1673413030
1822850,1673416631
1822855,1673420231
1822851,1673423831
1822840,1673427432
1822852,1673431032
1822856,1673434633
1822847,1673438225
1823205,1673441813
1823198,1673445414
1823199,1673449014
1823200,1673452615
1823212,1673456210
1823276,1673459798
1823551,1673463376
1823552,1673466976
1823553,1673470577
1823550,1673474173
1823781,1673477757
1823782,1673481358
1823786,1673484954
1823857,1673488550
1823938,1673492145
1824091,1673495740
1824090,1673499336
1824164,1673502924
1824251,1673506516
1824381,1673510101
1824387,1673513698
1824449,1673517292
1824687,1673520870
1824690,1673524471
1824686,1673528067
1824839,1673531661
1824833,1673535258
1825135,1673538830
1825136,1673542430
1825140,1673546030
1825134,1673549626
1825304,1673553221
1825310,1673556818
1825385,1673560405
1825560,1673564002
1825563,1673567599
1825634,1673571194
1825715,1673574786
1825812,1673578383
1825969,1673581978
1825963,1673585575
1826198,1673589161
1826204,1673592761
1826213,1673596358
1826382,1673599947
1826366,1673603543
1826463,1673607138
1826534,1673610729
1826623,1673614323
1826701,1673617916
1826863,1673621504
1826860,1673625100
1826952,1673628693
1827108,1673632275
1827107,1673635872
1827346,1673639454
1827339,1673643055
1827345,1673646650
1827419,1673650245
1827616,1673653842
1827612,1673657438
1827702,1673661028
1827962,1673664602
1827970,1673668202
1827969,1673671799
1828139,1673675390
1828136,1673678987
1828225,1673682583
1828395,1673686172
1828400,1673689769
1828641,1673693357
1828648,1673696958
1828653,1673700554
1828746,1673704144
1828909,1673707732
1828913,1673711329
1828997,1673714917
1829086,1673718510
1829336,1673722100
1829328,1673725700
1829335,1673729296
1829420,1673732893
1829846,1673736460
1829862,1673740060
1829847,1673743661
1829863,1673747261
1829861,1673750857
1829941,1673754454
1830039,1673758045
1830122,1673761640
1830302,1673765234
1830301,1673768831
1830389,1673772428
1830469,1673776021
1830737,1673779609
1830738,1673783209
1830736,1673786806
1830823,1673790400
1831171,1673793983
1831175,1673797583
1831172,1673801183
1831170,1673804779
1831341,1673808378
1831344,1673811974
1831429,1673815565
1831785,1673819142
1831780,1673822742
1831781,1673826343
1831784,1673829939
1831888,1673833535
1832064,1673837120
1832066,1673840717
1832154,1673844308
1832406,1673847892
1832407,1673851492
1832404,1673855089
1832839,1673858670
1832849,1673862270
1832846,1673865871
1832840,1673869471
1832848,1673873067
1833033,1673876663
1833031,1673880259
1833202,1673883850
1833214,1673887447
1833289,1673891037
1833639,1673894618
1833640,1673898219
1833641,1673901819
1833634,1673905415
1833736,1673909013
1833825,1673912604
1834176,1673916185
1834171,1673919785
1834172,1673923385
1834182,1673926982
1834272,1673930575
1834365,1673934167
1834714,1673937745
1834706,1673941345
1834702,1673944945
1834713,1673948541
1834889,1673952132
1834891,1673955729
1834983,1673959317
1835242,1673962909
1835232,1673966509
1835241,1673970106
1835418,1673973693
1835422,1673977290
1835506,1673980883
1835695,1673984474
1835704,1673988071
1835873,1673991657
1835875,1673995254
1836156,1674002446
1836155,1674006043
1836252,1674009636
1836349,1674013231
1836446,1674016825
1836543,1674020418
1836735,1674024005
1836734,1674027601
1836833,1674031191
1837018,1674034785
1837025,1674038382
1837208,1674041967
1837207,1674045564
1837496,1674049150
1837489,1674052750
1837484,1674056346
1837772,1674059933
1837780,1674063533
1837768,1674067129
1837960,1674070734
1837959,1674074331
1838051,1674077928
1838249,1674081516
1838245,1674085113
1839082,1674088703
1839190,1674092307
1839288,1674095907
1839856,1674099481
1839851,1674103082
1839857,1674106682
1839858,1674110282
1839852,1674113883
1839848,1674117478
1839958,1674121071
1840046,1674124663
1840249,1674128249
1840240,1674131846
1840385,1674135432
1840482,1674139028
1840574,1674142623
1840675,1674146218
1840769,1674149819
1840957,1674153409
1840956,1674157006
1841145,1674160600
1841144,1674164197
1841248,1674167791
1841352,1674171387
1841648,1674174965
1841639,1674178566
1841644,1674182162
1841742,1674185758
1841844,1674189349
1841947,1674192940
1842238,1674196529
1842247,1674200130
1842246,1674203726
1842441,1674207321
1842446,1674210918
1842655,1674214511
1842640,1674218108
1842749,1674221707
1842845,1674225305
1843372,1674228879
1843373,1674236079
1843366,1674239680
1843371,1674243276
1843455,1674246874
1843769,1674250457
1843763,1674254058
1843780,1674257654
1844197,1674261251
1844198,1674264851
1844199,1674268452
1844196,1674272048
1844613,1674275624
1844591,1674279224
1844614,1674282824
1844612,1674286420
1844708,1674290009
1844909,1674293595
1844902,1674297191
1845018,1674300784
1845126,1674304377
1845537,1674307966
1845529,1674311567
1845538,1674315167
1845536,1674318763
1845644,1674322354
1846167,1674329525
1846168,1674333125
1846169,1674336726
1846158,1674340322
1846272,1674343917
1846376,1674347514
1846677,1674351105
1846685,1674354706
1846684,1674358302
1846769,1674361898
1846879,1674365490
1846986,1674369086
1847178,1674372670
1847181,1674376267
1847289,1674379859
1847381,1674383453
1847496,1674387047
1847605,1674390644
1847817,1674394232
1847819,1674397829
1847901,1674401426
1848119,1674405017
1848118,1674408614
1848226,1674412207
1848314,1674415792
1848621,1674419381
1848629,1674422981
1848633,1674426578
1848723,1674430179
1848932,1674433770
1848937,1674437366
1849053,1674440958
1849255,1674444548
1849240,1674448145
1849343,1674451738
1849472,1674455332
1849554,1674458926
1849657,1674462518
1849766,1674466109
1849869,1674469699
1849970,1674473285
1850176,1674476880
1850168,1674480477
1850390,1674484069
1850388,1674487666
1850492,1674491263
1850588,1674494851
1850911,1674502040
1850901,1674505637
1851001,1674509227
1851101,1674512820
1851750,1674516403
1851738,1674520003
1851739,1674523603
1851740,1674527203
1851748,1674530804
1851747,1674534399
1852170,1674537978
1852179,1674541578
1852180,1674545178
1852185,1674548774
1852282,1674552369
1852407,1674555965
1852497,1674559554
1852607,1674563145
1852715,1674566738
1852918,1674570336
1852917,1674573933
1853110,1674577521
1853119,1674581117
1853211,1674584710
1853440,1674588304
1853439,1674591900
1853557,1674595492
1853850,1674599080
1853851,1674602681
1853841,1674606277
1853962,1674609871
1854065,1674613465
1854188,1674617058
1854499,1674620640
1854509,1674624240
1854498,1674627837
1854833,1674631425
1854843,1674635026
1854845,1674638622
1855045,1674642213
1855049,1674645810
1855370,1674649392
1855371,1674652993
1855378,1674656589
1855487,1674660184
1855591,1674663780
1855803,1674667362
1855805,1674670959
1855904,1674674554
1856390,1674678134
1856384,1674681734
1856386,1674685331
1856600,1674688924
1856608,1674692521
1856707,1674696117
1856942,1674703308
1857039,1674706897
1857149,1674710486
1857480,1674714077
1857476,1674717678
1857464,1674721274
1857687,1674724868
1857695,1674728465
1858005,1674732051
1858003,1674735652
1858017,1674739248
1858125,1674742842
1858226,1674746438
1858552,1674750020
1858540,1674753620
1858544,1674757217
1858653,1674760813
1858869,1674764397
1858868,1674767993
1858984,1674771583
1859097,1674775174
1859204,1674778770
1859318,1674782359
1859427,1674785950
1859645,1674789538
1859642,1674793135
1859868,1674796727
1859872,1674800323
1859968,1674803914
1860292,1674807490
1860293,1674811091
1860296,1674814687
1860394,1674818281
1861040,1674821855
1861041,1674825455
1861034,1674829055
1861035,1674832656
1861036,1674836256
1861033,1674839851
1861150,1674843450
1861250,1674847046
1861363,1674850638
1861587,1674854226
1861580,1674857822
1861684,1674861419
1861792,1674865012
1862122,1674868597
1862123,1674872198
1862121,1674875794
1862237,1674879388
1862345,1674882983
1862552,1674886566
1862543,1674890163
1862760,1674893758
1862770,1674897355
1862889,1674900949
1862986,1674904543
1863204,1674908142
1863196,1674911739
1863413,1674915334
1863412,1674918931
1863636,1674922522
1863634,1674926119
1863836,1674929712
1863941,1674933306
1864052,1674936900
1864173,1674940495
1864387,1674944083
1864381,1674947680
1864491,1674951270
1864938,1674954845
1864929,1674958445
1864935,1674962045
1864934,1674965641
1865052,1674969235
1865160,1674972827
1865274,1674976420
1865484,1674980015
1865474,1674983611
1865599,1674987200
1865822,1674990789
1865821,1674994385
1866037,1674997977
1866041,1675001574
1866154,1675005172
1866259,1675008762
1866359,1675012358
1866568,1675015949
1866575,1675019545
1866679,1675023138
1866797,1675026733
1867123,1675030316
1867113,1675033917
1867117,1675037513
1867328,1675041106
1867338,1675044702
1867726,1675048273
1867727,1675051874
1867738,1675055470
1867839,1675059067
1867948,1675062656
1868058,1675066252
1868186,1675069846
1868290,1675073437
1868407,1675077024
1868507,1675080617
1868750,1675084209
1868735,1675087806
1868952,1675091396
1868962,1675094992
1869040,1675098585
1869267,1675102172
1869258,1675105769
1869375,1675109363
1869669,1675112949
1869673,1675120146
1869784,1675123736
1869886,1675127330
1870099,1675130925
1870105,1675134521
1870212,1675138116
1870306,1675141710
1870729,1675145297
1870726,1675148897
1870728,1675156093
1870943,1675159690
1870946,1675163286
1871073,1675166876
1871171,1675170471
1871295,1675174066
1871377,1675177664
1871509,1675181259
1871714,1675184849
1871713,1675188446
1871810,1675192038
1871925,1675195636
1872041,1675199233
1872150,1675202827
1872252,1675206420
1872364,1675210012
1872460,1675213605
1872795,1675217193
1872800,1675220794
1872794,1675224390
1872902,1675227987
1873024,1675231578
1873124,1675235170
1873232,1675238760
1873333,1675242354
1873567,1675245942
1873559,1675249538
1873679,1675253139
1873770,1675256727
1874109,1675260305
1874103,1675263905
1874102,1675267501
1874316,1675271094
1874318,1675274691
1874522,1675278292
1874534,1675281889
1874734,1675285469
1874733,1675289066
1874876,1675292661
1875209,1675296244
1875210,1675299844
1875208,1675303440
1875324,1675307037
1875409,1675310631
1875536,1675314225
1875622,1675317814
1875746,1675321409
1875853,1675325000
1875975,1675328592
1876407,1675332180
1876403,1675335780
1876409,1675339381
1876406,1675342976
1876612,1675346574
1876620,1675350171
1876833,1675353756
1876831,1675357353
1876942,1675360950
1877048,1675364549
1877171,1675368142
1877279,1675371735
1877378,1675375330
1877484,1675378926
1877603,1675382511
1877707,1675386106
1877821,1675389706
1877932,1675393301
1878040,1675396902
1878377,1675400481
1878378,1675404082
1878367,1675407678
1878496,1675411272
1878711,1675414866
1878699,1675418462
1879038,1675422041
1879039,1675425642
1879037,1675429238
1879141,1675432834
1879356,1675436431
1879370,1675440028
1879570,1675443623
1879569,1675447219
1879682,1675450807
1879898,1675454396
1879897,1675457993
1880015,1675461586
1880112,1675465182
1880239,1675468776
1880348,1675472370
1880566,1675475966
1880564,1675479563
1880680,1675483162
1880901,1675486751
1880902,1675490348
1881015,1675493941
1881354,1675497531
1881348,1675501131
1881353,1675504727
1881450,1675508317
1881582,1675511911
1881668,1675515502
1881892,1675519101
1881890,1675522698
1882019,1675526294
1882107,1675529887
1882341,1675533488
1882337,1675537084
1882461,1675540676
1882550,1675544269
1882716,1675547862
1882942,1675551454
1882949,1675555051
1883048,1675558647
1883166,1675562237
1883282,1675565832
1883396,1675569426
1883623,1675573011
1883622,1675576608
1883848,1675580198
1883847,1675583795
1883963,1675587391
1884069,1675590982
1884187,1675594570
1884298,1675598162
1884431,1675601755
1884526,1675605344
1884649,1675608939
1884768,1675612528
1885005,1675616111
1885001,1675619708
1885242,1675623298
1885238,1675626894
1885344,1675630489
1885687,1675634074
1885694,1675637674
1885688,1675641271
1885935,1675644873
1885923,1675648470
1886036,1675652064
1886158,1675655657
1886289,1675659248
1886394,1675662839
1886494,1675666432
1886748,1675673613
1886863,1675677209
1886984,1675680800
1887214,1675684395
1887202,1675687992
1887342,1675691584
1887455,1675695173
1887569,1675698763
1887669,1675702355
1887802,1675705948
1887926,1675709544
1888036,1675713139
1888140,1675716737
1888268,1675720334
1888375,1675723924
1888640,1675727517
1888687,1675731111
1888754,1675734704
1888837,1675738299
1888940,1675741892
1889075,1675745482
1889302,1675749068
1889312,1675752665
1889425,1675756261
1889532,1675759854
1889652,1675763450
1889767,1675767040
1889879,1675770634
1890157,1675774229
1890162,1675777826
1890257,1675781422
1890527,1675785016
1890879,1675788619
1890874,1675792219
1890863,1675795815
1890973,1675799412
1891224,1675802998
1891223,1675806595
1891328,1675810184
1891442,1675813777
1891675,1675817370
1891686,1675820966
1891795,1675824561
1891916,1675828153
1892038,1675831749
1892150,1675835342
1892263,1675838938
1892381,1675842527
1892506,1675846123
1892632,1675849719
1892730,1675853311
1892840,1675856902
1893079,1675860493
1893073,1675864090
1893211,1675867684
1893304,1675871277
1893535,1675874870
1893538,1675878466
1893656,1675882057
1893892,1675885649
1893874,1675889246
1893993,1675892839
1894124,1675896439
1894237,1675900035
1894483,1675903623
1894468,1675907220
1894617,1675910811
1894737,1675914406
1894880,1675918002
1895122,1675921592
1895127,1675925189
1895473,1675928776
1895476,1675932376
1895467,1675935973
1895612,1675939566
1895717,1675943157
1895856,1675946741
1895954,1675950335
1896083,1675953928
1896207,1675957521
1896453,1675961104
1896445,1675964701
1896555,1675968296
1896695,1675971888
1896806,1675975480
1896938,1675979073
1897054,1675982665
1897191,1675986261
1897297,1675989855
1897436,1675993450
1897556,1675997041
1897782,1676000629
1897781,1676004226
1897921,1676007822
1898166,1676011414
1898161,1676015011
1898294,1676018603
1898405,1676022196
1898537,1676025790
1898664,1676029383
1898781,1676032975
1899009,1676036567
1899018,1676040163
1899142,1676043755
1899264,1676047347
1899386,1676050939
1899519,1676054531
1899637,1676058126
1899760,1676061719
1899891,1676065310
1900258,1676068899
1900259,1676072500
1900255,1676076096
1900521,1676079685
1900508,1676083282
1900748,1676086870
1900868,1676090477
1901008,1676094071
1901262,1676097673
1901248,1676101269
1901370,1676104861
1901512,1676108455
1901640,1676112049
1901753,1676115639
1901883,1676119232
1902025,1676122827
1902145,1676126419
1902266,1676130017
1902387,1676133613
1902500,1676137209
1902634,1676140804
1902766,1676144413
1902894,1676148004
1903018,1676151595
1903277,1676155183
1903276,1676158780
1903525,1676165971
1903773,1676169558
1903778,1676173154
1903892,1676176746
1904022,1676180339
1904152,1676183933
1904276,1676187524
1904394,1676191121
1904535,1676194716
1904666,1676198309
1904901,1676205500
1905036,1676209093
1905170,1676212687
1905298,1676216279
1905406,1676219874
1905663,1676227058
1905798,1676230650
1906045,1676234247
1906050,1676237843
1906162,1676241438
1906547,1676245022
1906548,1676248623
1906555,1676252219
1906670,1676255811
1906793,1676259406
1906910,1676262999
1907180,1676266580
1907169,1676270176
1907293,1676273771
1907422,1676277362
1907664,1676280948
1907671,1676284545
1907798,1676288131
1908038,1676291723
1908029,1676295320
1908160,1676298919
1908283,1676302514
1908399,1676306103
1908510,1676309706
1908613,1676313301
1908740,1676316895
1908837,1676320491
1908959,1676324081
1909062,1676327676
1909180,1676331267
1909291,1676334853
1909543,1676338456
1909529,1676342052
1909671,1676345648
1909785,1676349234
1909912,1676352825
1910008,1676356413
1910114,1676360005
1910213,1676363597
1910333,1676367190
1910662,1676370783
1910670,1676374383
1910661,1676377979
1910774,1676381570
1910877,1676385160
1911000,1676388750
1911340,1676399564
1911553,1676403153
1911551,1676406750
1911675,1676410348
1911781,1676413950
1911945,1676417551
1912048,1676421132
1912150,1676424729
1912268,1676428320
1912381,1676431912
1912494,1676435502
1912608,1676439096
1912730,1676442692
1912972,1676446286
1912961,1676449883
1913063,1676453473
1913199,1676457067
1913321,1676460657
1913452,1676464253
1913573,1676467848
1913692,1676471442
1913788,1676475038
1913913,1676478637
1914286,1676482216
1914280,1676485817
1914271,1676489413
1914389,1676493011
1914518,1676496603
1914621,1676500196
1914737,1676503791
1914985,1676507372
1914996,1676510969
1915226,1676514549
1915208,1676518146
1915454,1676521735
1915470,1676525332
1915579,1676528919
1915694,1676532509
1915817,1676536104
1915943,1676539697
1916297,1676543289
1916291,1676546889
1916300,1676550486
1916535,1676554080
1916520,1676557677
1916648,1676561271
1916889,1676564875
1916883,1676568471
1917018,1676572060
1917242,1676575651
1917244,1676579247
1917471,1676582838
1917465,1676586434
1917709,1676590030
1917718,1676593627
1917838,1676597224
1917946,1676600824
1918072,1676604407
1918442,1676607994
1918440,1676611594
1918452,1676615191
1918573,1676618788
1918681,1676622384
1918816,1676625976
1918934,1676629567
1919076,1676633162
1919181,1676636752
1919309,1676640343
1919562,1676643939
1919548,1676647536
1919675,1676651130
1919808,1676654720
1919918,1676658321
1920043,1676661924
1920150,1676665509
1920277,1676669106
1920392,1676672719
1920646,1676680001
1920777,1676683602
1921029,1676687195
1921270,1676694508
1921388,1676698097
1921502,1676701748
1921639,1676705343
1921763,1676708931
1921878,1676712522
1922004,1676716116
1922119,1676719769
1922231,1676723367
1922346,1676727018
1922563,1676734333
1922684,1676737925
1922806,1676741520
1922914,1676745110
1923034,1676748705
1923144,1676752306
1923250,1676755911
1923369,1676759510
1923483,1676763093
1923721,1676770281
1923857,1676773877
1923979,1676777468
1924099,1676781058
1924333,1676784637
1924342,1676788234
1924465,1676791833
1924951,1676795411
1924957,1676799011
1924952,1676802612
1924948,1676806208
1925061,1676809804
1925313,1676813397
1925312,1676816994
1925439,1676820593
1925546,1676824185
1925788,1676827787
1925793,1676831384
1925913,1676834978
1926038,1676838568
1926153,1676842166
1926269,1676845762
1926637,1676849358
1926638,1676852958
1926644,1676856555
1927008,1676860140
1927009,1676863740
1927007,1676867336
1927130,1676870927
1927384,1676874515
1927375,1676878111
1927499,1676881706
1927750,1676885286
1927749,1676888882
1927877,1676892478
1928013,1676896072
1928132,1676899666
1928239,1676903257
1928375,1676906858
1928624,1676914038
1928729,1676917635
1928860,1676921234
1928986,1676924830
1929115,1676928423
1929225,1676932018
1929610,1676935613
1929613,1676939213
1929620,1676942810
1929739,1676946401
1929863,1676949992
1930124,1676953581
1930138,1676957178
1930250,1676960765
1930372,1676964359
1930647,1676967941
1930632,1676971538
1930764,1676975132
1930893,1676978728
1931025,1676982315
1931136,1676985910
1931276,1676989512
1931397,1676993107
1931528,1676996700
1931914,1677000288
1931915,1677003888
1931909,1677007485
1932039,1677011079
1932165,1677014674
1932287,1677018268
1932668,1677021861
1932674,1677025461
1932673,1677029058
1932794,1677032650
1932927,1677036241
1933052,1677039834
1933192,1677043428
1933300,1677047018
1933442,1677050607
1933573,1677054201
1933846,1677057793
1933841,1677061389
1934356,1677064970
1934363,1677068570
1934364,1677072171
1934360,1677075767
1934487,1677079360
1934612,1677082950
1934749,1677086544
1934870,1677090137
1935009,1677093730
1935136,1677097322
1935635,1677100899
1935626,1677104499
1935641,1677108100
1935634,1677111696
1935783,1677115285
1935909,1677118875
1936055,1677122463
1936302,1677126050
1936309,1677129647
1936438,1677133242
1936572,1677136836
1936844,1677140424
1936843,1677144021
1936977,1677147611
1937117,1677151207
1937235,1677154801
1937373,1677158397
1937501,1677161991
1937633,1677165586
1937772,1677169179
1938045,1677172766
1938034,1677176362
1938165,1677179960
1938309,1677183552
1938442,1677187146
1938569,1677190738
1939099,1677194321
1939095,1677197921
1939100,1677201522
1939094,1677205118
1939225,1677208708
1939369,1677212301
1939501,1677215901
1939762,1677219494
1939761,1677223091
1939909,1677226683
1940026,1677230275
1940180,1677233866
1940306,1677237460
1940450,1677241054
1940578,1677244645
1940722,1677248235
1941103,1677251813
1941111,1677255413
1941101,1677259009
1941252,1677262602
1941385,1677266200
1941653,1677269790
1941652,1677273387
1942598,1677276977
1942714,1677280573
1942866,1677284166
1943001,1677287759
1943140,1677291354
1943689,1677294945
1943675,1677298547
1943690,1677302148
1943668,1677305741
1943807,1677309340
1943967,1677312929
1944079,1677316522
1944628,1677320107
1944629,1677323707
1944630,1677327308
1944622,1677330904
1944771,1677334500
1944884,1677338092
1945027,1677341692
1945151,1677345281
1945300,1677348875
1945439,1677352465
1945715,1677356059
1945714,1677359655
1946009,1677363249
1946008,1677366846
1946385,1677370441
1946673,1677374028
1946672,1677377625
1946813,1677381218
1946959,1677384810
1947239,1677388398
1947238,1677391995
1947373,1677395592
1947523,1677399182
1947654,1677402774
1947804,1677406364
1947950,1677409958
1948068,1677413548
1948219,1677417141
1948480,1677420735
1948484,1677424331
1948891,1677427929
1948896,1677431530
1948890,1677435126
1949043,1677438718
1949172,1677442317
1949326,1677445909
1949473,1677449501
1949610,1677453094
1950183,1677456678
1950185,1677460278
1950176,1677463879
1950175,1677467475
1950335,1677471054
1950473,1677474642
1950601,1677478242
1951183,1677481835
1951184,1677485435
1951179,1677489035
1951167,1677492631
1951323,1677496227
1951456,1677499820
1951601,1677503414
1951728,1677507004
1951885,1677510594
1952026,1677514196
1952167,1677517795
1952312,1677521390
1952441,1677524989
1952569,1677528584
1952712,1677532176
1952849,1677535773
1952993,1677539367
1953128,1677542964
1953420,1677546549
1953409,1677550146
1953537,1677553741
1953689,1677557336
1953967,1677560925
1953964,1677564522
1954104,1677568115
1954240,1677571707
1954397,1677575299
1954532,1677578891
1954956,1677582482
1954965,1677586082
1954950,1677589678
1955100,1677593272
1955238,1677596867
1955406,1677600462
1955537,1677604055
1955810,1677607648
1955804,1677611245
1955951,1677614838
1956103,1677618434
1956231,1677622026
1956686,1677625601
1956672,1677629201
1956685,1677632798
1956819,1677636388
1956955,1677639982
1957099,1677643569
1957249,1677647160
1957524,1677650750
1957533,1677654347
1957680,1677657943
1957813,1677661535
1957968,1677665124
1958114,1677668721
